;Name;Location;Year;Kilometers_Driven;Fuel_Type;Transmission;Owner_Type;Mileage;Engine;Power;Seats;New_Price;Price
3407;Mahindra XUV500 AT W10 AWD;Coimbatore;2018;82739;Diesel;Automatic;First;16;2179;140;7;;16770
3408;Mahindra Bolero SLX 2WD;Bangalore;2006;193000;Diesel;Manual;Third;13,6;2523;63;7;;2500
3409;Renault Scala RxL AT;Mumbai;2013;7000;Petrol;Automatic;First;17,97;1498;99,6;5;;3650
3410;Land Rover Freelander 2 HSE SD4;Ahmedabad;2012;60000;Diesel;Automatic;Second;12,35;2179;187,74;5;;23500
3411;Maruti Alto 800 VXI;Pune;2017;38000;Petrol;Manual;First;22,74;796;47,3;5;;3110
3412;Toyota Etios G;Kochi;2013;56344;Petrol;Manual;First;17,6;1496;88,73;5;;4570
3413;Hyundai i20 Sportz Option;Mumbai;2014;17858;Petrol;Manual;First;17;1197;80;5;;5320
3414;Hyundai i10 Sportz;Hyderabad;2012;53000;Petrol;Manual;First;20,36;1197;78,9;5;;3200
3415;Maruti Swift VDI BSIV;Kochi;2016;67906;Diesel;Manual;First;25,2;1248;74;5;;5630
3416;Hyundai EON Magna Plus;Hyderabad;2015;19000;Petrol;Manual;First;21,1;814;55,2;5;;3000
3417;BMW 3 Series 320d;Mumbai;2010;67000;Diesel;Automatic;Second;22,69;1995;190;5;47,87;9250
3418;Tata Indigo XL Classic Dicor;Delhi;2011;80000;Diesel;Manual;First;23,57;1396;70;5;;1200
3419;Maruti Alto 800 LXI;Delhi;2015;61000;Petrol;Manual;First;22,74;796;47,3;5;;2150
3420;Volkswagen Polo Diesel Highline 1.2L;Pune;2010;39000;Diesel;Manual;First;22,07;1199;73,9;5;;3050
3421;Toyota Corolla Altis VL AT;Ahmedabad;2014;59000;Petrol;Automatic;First;14,28;1798;138,03;5;;11500
3422;Hyundai Santro Xing GLS;Hyderabad;2008;80931;Petrol;Manual;First;17,92;1086;62,1;5;;2300
3423;Maruti Swift ZXI;Kolkata;2016;34000;Petrol;Manual;First;20,4;1197;81,8;5;;4950
3424;Renault Scala Diesel RxL;Hyderabad;2013;130000;Diesel;Manual;First;21,64;1461;84,8;5;;4750
3425;Maruti Vitara Brezza ZDi Plus;Coimbatore;2018;52380;Diesel;Manual;First;24,3;1248;88,5;5;12,47;10150
3426;Nissan Micra XV;Kolkata;2011;44000;Petrol;Manual;First;18,06;1198;75;5;;2650
3427;Ford Figo Diesel EXI;Hyderabad;2015;84000;Diesel;Manual;First;20;1399;68,05;5;;3800
3428;Honda CR-V 2.0 AT;Kochi;2017;41697;Petrol;Automatic;First;13,1;1997;141,1;5;;16680
3429;Nissan Terrano XV 110 PS;Pune;2014;163000;Diesel;Manual;First;19,01;1461;108,5;5;;5000
3430;Toyota Etios Liva 1.2 G;Chennai;2011;42000;Petrol;Manual;Second;17,71;1197;78,9;5;6,51;3750
3431;Hyundai i20 Asta 1.4 CRDi;Jaipur;2013;129000;Diesel;Manual;Third;21,27;1396;88,76;5;;4110
3432;Ford Figo Aspire 1.2 Ti-VCT Ambiente;Chennai;2015;32200;Petrol;Manual;Second;18,16;1196;86,8;5;;4250
3433;Mitsubishi Pajero 2.8 GLX CRZ;Mumbai;2004;129000;Diesel;Manual;First;10,5;2835;107,2;6;;3450
3434;Audi A4 2.0 TDI 177  Premium Plus;Bangalore;2014;40000;Diesel;Automatic;First;17,11;1968;174,33;5;;22500
3435;Toyota Innova 2.0 E;Delhi;2006;150000;Petrol;Manual;First;12,4;1998;132;8;;4500
3436;Chevrolet Aveo U-VA 1.2 LS;Jaipur;2007;140000;Petrol;Manual;First;15,26;1150;74,9;5;;900
3437;Hyundai Getz GLS;Hyderabad;2006;63181;Petrol;Manual;First;15,3;1341;83;5;;1850
3438;Honda Amaze S i-Dtech;Kolkata;2013;39575;Diesel;Manual;First;25,8;1498;98,6;5;;3250
3439;Maruti Swift VDI BSIV W ABS;Pune;2010;63600;Diesel;Manual;Second;17,8;1248;null ;5;;3100
3440;Ford Ecosport 1.5 DV5 MT Titanium Optional;Coimbatore;2014;70374;Diesel;Manual;First;22,7;1498;89,84;5;;7340
3441;Volkswagen CrossPolo 1.5 TDI;Kolkata;2015;26256;Diesel;Manual;First;20,14;1498;88,5;5;;4250
3442;Hyundai Elite i20 Petrol Sportz;Delhi;2016;13460;Petrol;Manual;First;18,6;1197;81,86;5;;6450
3443;Toyota Innova 2.5 V Diesel 8-seater;Chennai;2011;122000;Diesel;Manual;Second;12,8;2494;102;8;;10750
3444;Mercedes-Benz M-Class ML 250 CDI;Kolkata;2015;58589;Diesel;Automatic;First;15,26;2143;203,2;5;;27750
3445;Maruti Wagon R LX BSIII;Jaipur;2005;115000;Petrol;Manual;Second;17,3;1061;64;5;;990
3446;Ford Endeavour 2.2 Trend AT 4X2;Pune;2016;75000;Diesel;Automatic;First;12,62;2198;158;7;;24000
3447;Hyundai Elite i20 Petrol Sportz;Jaipur;2016;30292;Petrol;Manual;First;18,6;1197;81,86;5;;6100
3448;Honda WRV i-VTEC VX;Ahmedabad;2017;32248;Petrol;Manual;First;17,5;1199;88,7;5;10,32;8250
3449;Volkswagen Polo Petrol Highline 1.2L;Bangalore;2013;74000;Petrol;Manual;First;16,47;1198;73,9;5;;4650
3450;Honda CR-V 2.0L 2WD MT;Mumbai;2014;56100;Petrol;Manual;First;13,7;1997;153,86;5;;9750
3451;Hyundai Grand i10 1.2 Kappa Asta;Bangalore;2014;61325;Petrol;Manual;First;18,9;1197;81,86;5;8,1;4400
3452;Maruti Swift Dzire VXI;Kolkata;2014;33000;Petrol;Manual;First;19,1;1197;85,8;5;;3990
3453;BMW 5 Series 2003-2012 530d;Coimbatore;2016;18090;Diesel;Automatic;First;16,2;2993;258;5;;45730
3454;Ford Ecosport 1.5 DV5 MT Ambiente;Kochi;2014;71390;Diesel;Manual;First;22,7;1498;89,84;5;;5270
3455;Maruti Wagon R LXI CNG;Mumbai;2014;41000;CNG;Manual;First;26,2;998;58,2;5;;3500
3456;Honda City i DTec V;Ahmedabad;2016;67000;Diesel;Manual;First;26;1498;98,6;5;;7250
3457;Tata Indigo LS;Chennai;2008;99000;Diesel;Manual;Second;17;1405;70;5;;1600
3458;Renault Duster 110PS Diesel RxL;Pune;2014;142000;Diesel;Manual;Second;19,01;1461;108,45;5;;6000
3459;Hyundai i10 Sportz;Chennai;2010;26966;Petrol;Manual;First;20,36;1197;78,9;5;;3000
3460;Honda Jazz 1.2 SV i VTEC;Mumbai;2015;27628;Petrol;Manual;First;18,7;1199;88,7;5;;4950
3461;Maruti SX4 S Cross DDiS 200 Zeta;Hyderabad;2016;82497;Diesel;Manual;First;23,65;1248;88,5;5;;8990
3462;Honda Aord VTi-L MT;Mumbai;2007;86000;Petrol;Manual;Third;11,9;2354;144;5;;1850
3463;Volkswagen Polo Petrol Comfortline 1.2L;Coimbatore;2016;26981;Petrol;Manual;First;16,47;1198;73,9;5;;6160
3464;Maruti Ritz VDi;Hyderabad;2010;110471;Diesel;Manual;First;21,1;1248;73,9;5;;3500
3465;Honda Amaze S Petrol;Jaipur;2014;69000;Petrol;Manual;First;19,5;1199;88,76;5;7,52;4500
3466;Hyundai i20 1.2 Asta Option;Hyderabad;2017;12000;Petrol;Manual;First;18,6;1197;81,83;5;;7750
3467;Renault Duster 85PS Diesel RxL;Hyderabad;2014;77500;Diesel;Manual;First;20,45;1461;83,8;5;;6600
3468;Hyundai Grand i10 Magna;Kochi;2014;48031;Petrol;Manual;First;18,9;1197;82;5;;4980
3469;BMW 3 Series 320d Highline;Chennai;2008;170000;Diesel;Automatic;Third;16,07;1995;181;5;;9750
3470;Ford Ecosport 1.5 DV5 MT Trend;Mumbai;2014;69565;Diesel;Manual;First;22,7;1498;89,84;5;;5550
3471;Volkswagen Vento 1.5 TDI Highline AT;Hyderabad;2016;45492;Diesel;Automatic;First;21,5;1498;108,5;5;15,68;10300
3472;Honda Aord 2.4 AT;Chennai;2011;85000;Petrol;Automatic;Second;11,7;2354;177,6;5;;7500
3473;Chevrolet Aveo 1.4;Hyderabad;2008;55902;Petrol;Manual;First;14,49;1399;92,7;5;;1800
3474;Volkswagen Polo 1.2 MPI Highline Plus;Hyderabad;2017;18500;Petrol;Manual;First;16,2;1199;74;5;;6250
3475;Mahindra Xylo D4 BS III;Hyderabad;2015;129750;Diesel;Manual;Second;14,95;2489;93,7;7;;6800
3476;Hyundai i10 Magna AT;Hyderabad;2009;50902;Petrol;Automatic;First;19,2;1197;80;5;;3000
3477;Mahindra XUV500 W8 4WD;Coimbatore;2015;84725;Diesel;Manual;First;15,1;2179;140;7;;11600
3478;Hyundai Elantra CRDi SX;Mumbai;2013;40000;Diesel;Manual;Second;22,7;1582;126,24;5;;6950
3479;Volkswagen Passat 1.8 TSI MT;Mumbai;2010;60000;Petrol;Manual;Third;14,3;1798;160;5;;3500
3480;Hyundai Grand i10 1.2 Kappa Sportz;Coimbatore;2014;33496;Petrol;Manual;First;18,9;1197;81,86;5;7,45;5500
3481;Hyundai i20 Asta Option 1.2;Mumbai;2015;25000;Petrol;Manual;First;18,6;1197;81,83;5;;5650
3482;Chevrolet Enjoy TCDi LS 8 Seater;Ahmedabad;2013;71000;Diesel;Manual;First;18,2;1248;73,8;8;;3250
3483;Skoda Rapid 1.6 MPI AT Ambition Plus Alloy;Coimbatore;2015;20826;Petrol;Automatic;First;14,3;1598;103,6;5;;7720
3484;Hyundai Creta 1.6 CRDi SX;Pune;2016;42244;Diesel;Manual;First;19,67;1582;126,2;5;;12000
3485;Chevrolet Beat Diesel PS;Jaipur;2013;98598;Diesel;Manual;First;25,44;936;57,6;5;;1550
3486;Toyota Fortuner 3.0 Diesel;Delhi;2011;62100;Diesel;Manual;First;11,5;2982;171;7;;10750
3487;Hyundai i20 Sportz Option 1.2;Coimbatore;2016;44238;Petrol;Manual;First;18,6;1197;81,83;5;;6720
3488;Audi Q7 3.0 TDI quattro;Coimbatore;2012;91743;Diesel;Automatic;First;12,07;2967;241,4;7;;28550
3489;Porsche Panamera Diesel;Bangalore;2013;19828;Diesel;Automatic;Second;17,85;2967;300;4;;75000
3490;Honda City i VTEC VX;Hyderabad;2016;36891;Petrol;Manual;First;17,8;1497;117,3;5;;10490
3491;Mahindra Quanto C4;Hyderabad;2012;90049;Diesel;Manual;First;17,21;1493;100;7;;3800
3492;Audi A4 2.0 TDI Multitronic;Ahmedabad;2012;74002;Diesel;Automatic;First;16,55;1968;140;5;;18500
3493;Hyundai Sonata Transform 2.4 GDi AT;Kolkata;2013;41000;Petrol;Automatic;First;12,37;2359;198,25;5;;6000
3494;Hyundai Verna 1.6 SX;Hyderabad;2012;83678;Diesel;Manual;First;22,32;1582;126,32;5;;5500
3495;Maruti Wagon R LXI BS IV;Pune;2010;91000;Petrol;Manual;First;18,9;998;67,1;5;;2300
3496;Maruti Ertiga SHVS ZDI Plus;Jaipur;2016;50000;Diesel;Manual;First;24,52;1248;88,5;7;;8700
3497;Hyundai Xcent 1.1 CRDi S Option;Delhi;2015;58000;Diesel;Manual;First;24,4;1120;71,01;5;;4950
3498;Maruti Swift VDI;Jaipur;2012;80000;Diesel;Manual;First;22,9;1248;74;5;;4250
3499;Mahindra XUV500 W6 2WD;Kochi;2017;41290;Diesel;Manual;Second;16;2179;140;7;;10940
3500;BMW 5 Series 520d Luxury Line;Delhi;2013;65000;Diesel;Automatic;First;22,48;1995;190;5;67,87;21260
3501;Toyota Corolla Altis 1.8 G;Bangalore;2016;16471;Petrol;Manual;Second;14,28;1798;138,03;5;20,48;11500
3502;Hyundai i20 Asta 1.4 CRDi;Pune;2015;54339;Diesel;Manual;Second;22,54;1396;88,73;5;;6000
3503;Mahindra KUV 100 mFALCON G80 K2;Hyderabad;2016;24025;Petrol;Manual;First;18,15;1198;82;6;;4100
3504;Maruti Alto 800 2016-2019 LXI;Kolkata;2013;24027;Petrol;Manual;First;24,7;796;47,3;5;;2010
3505;Fiat Punto EVO 1.2 Emotion;Hyderabad;2010;59270;Petrol;Manual;First;15,7;1172;67;5;;2600
3506;Maruti Wagon R VXI BS IV;Kolkata;2012;40000;Petrol;Manual;First;18,9;998;67,1;5;;2350
3507;Mitsubishi Pajero 4X4 LHD;Bangalore;2012;155566;Diesel;Manual;Second;9,5;2835;118,6;6;;9150
3508;Honda Brio EX MT;Chennai;2013;42320;Petrol;Manual;First;19,4;1198;86,8;5;;2900
3509;Hyundai i20 Asta Option 1.4 CRDi;Coimbatore;2017;24153;Diesel;Manual;Second;22,54;1396;88,73;5;;9180
3510;Hyundai Creta 1.6 SX Plus Petrol Automatic;Mumbai;2016;27000;Petrol;Automatic;First;13;1591;121,3;5;;11450
3511;Maruti Alto Green LXi (CNG);Hyderabad;2012;92000;CNG;Manual;Second;26,83;796;38,4;5;;2100
3512;Honda Amaze S i-VTEC;Kochi;2017;61795;Petrol;Manual;First;17,8;1198;86,7;5;;5530
3513;Mahindra KUV 100 mFALCON G80 K6 Plus;Chennai;2016;13500;Petrol;Manual;First;18,15;1198;82;6;;3750
3514;Honda City i-VTEC CVT VX;Pune;2018;4500;Petrol;Automatic;First;18;1497;117,3;5;15,17;12500
3515;Mahindra XUV500 AT W10 FWD;Mumbai;2017;23000;Diesel;Automatic;First;16;2179;140;7;;15500
3516;Hyundai Santro GLS I - Euro I;Pune;2011;65400;Petrol;Manual;First;0;1086;null ;5;;2100
3517;Mercedes-Benz New C-Class 220 CDI AT;Mumbai;2013;80578;Diesel;Automatic;Second;14,84;2143;170;5;;14500
3518;Renault Duster 110PS Diesel RxZ AMT;Coimbatore;2017;42646;Diesel;Automatic;First;19,6;1461;108,45;5;15,05;12460
3519;Volkswagen Polo 1.2 MPI Comfortline;Bangalore;2014;30000;Petrol;Manual;Second;16,47;1198;74;5;;5250
3520;BMW 5 Series 520d Sedan;Delhi;2012;90000;Diesel;Automatic;First;18,48;;;;;14500
3521;Mercedes-Benz S Class 2005 2013 S 350 CDI;Bangalore;2009;98000;Diesel;Automatic;Second;13,5;2987;282;5;;25000
3522;Hyundai Santro GLS II - Euro II;Kochi;2012;66400;Petrol;Manual;First;0;;;;;2660
3523;Jaguar XJ 3.0L Premium Luxury;Hyderabad;2012;50000;Diesel;Automatic;First;12,9;2993;271,23;4;;45000
3524;Maruti Swift VDI;Jaipur;2015;63310;Diesel;Manual;First;28,4;1248;74;5;8,13;5100
3525;Honda Amaze S i-Dtech;Delhi;2014;66000;Diesel;Manual;First;25,8;1498;98,6;5;;3500
3526;BMW 3 Series 320d Highline;Ahmedabad;2011;74000;Diesel;Automatic;Second;16,07;1995;181;5;;12500
3527;Hyundai Verna 1.4 EX;Hyderabad;2012;93000;Diesel;Manual;First;23,5;1396;88,7;5;;5550
3528;Toyota Fortuner 4x2 4 Speed AT;Delhi;2015;70000;Diesel;Automatic;First;11,5;2982;169;7;;19480
3529;Maruti Swift VXI;Ahmedabad;2012;48772;Petrol;Manual;First;18,6;1197;85,8;5;;3910
3530;Chevrolet Beat LS;Chennai;2010;66000;Petrol;Manual;First;18,6;1199;79,4;5;;2190
3531;Hyundai Grand i10 Asta Option AT;Coimbatore;2017;27417;Petrol;Automatic;First;18,9;1197;82;5;;6890
3532;Ford Figo Petrol ZXI;Coimbatore;2011;51593;Petrol;Manual;Second;15,6;1196;70;5;;3470
3533;Nissan Teana 230jM;Mumbai;2008;86340;Petrol;Automatic;Second;9,1;2349;null ;5;;3250
3534;Maruti Swift VXI BSIII;Pune;2010;75000;Petrol;Manual;First;16,1;1298;88,2;5;;2850
3535;Audi A4 35 TDI Premium;Coimbatore;2016;39237;Diesel;Automatic;First;17,11;1968;174,33;5;;25640
3536;Honda City V MT;Kochi;2018;11966;Petrol;Manual;First;16,8;1497;116,3;5;;10280
3537;Honda Jazz V;Hyderabad;2015;37000;Petrol;Manual;First;18,2;1199;88,7;5;8,79;6300
3538;Volkswagen Polo 1.5 TDI Highline;Chennai;2014;70920;Diesel;Manual;First;20,14;1498;88,8;5;;4750
3539;Nissan Terrano XL D Option;Hyderabad;2013;65280;Diesel;Manual;First;19,87;1461;83,14;5;14,72;5800
3540;Land Rover Discovery Sport SD4 HSE Luxury 7S;Hyderabad;2016;62000;Diesel;Automatic;First;12,51;2179;187,7;7;;44500
3541;Hyundai i20 Magna Optional 1.2;Kochi;2014;44525;Petrol;Manual;First;18,5;1197;82,9;5;;4650
3542;Honda City 1.5 E MT;Jaipur;2009;86863;Petrol;Manual;First;17;1497;118;5;;3600
3543;Mahindra XUV500 W10 AWD;Hyderabad;2015;102626;Diesel;Manual;First;16;2179;140;7;;12250
3544;Jeep Compass 2.0 Limited Option 4X4;Jaipur;2017;45000;Diesel;Manual;First;16,3;1956;170;5;25,54;20000
3545;Mahindra XUV500 W10 AWD;Jaipur;2017;22000;Diesel;Manual;First;16;2179;140;7;;16000
3546;Mahindra Scorpio VLX 4WD AIRBAG AT BSIV;Coimbatore;2011;108905;Diesel;Automatic;Second;11,79;2179;120;8;;6210
3547;Datsun GO Plus T;Kolkata;2016;12800;Petrol;Manual;First;19,44;1198;67;7;;3250
3548;Mahindra Scorpio S6 Plus 7 Seater;Kolkata;2016;32000;Diesel;Manual;First;15,4;2179;120;7;;9750
3549;Honda Amaze S AT i-Vtech;Mumbai;2014;39000;Petrol;Automatic;First;15,5;1198;86,7;5;;4450
3550;Honda City i-DTEC ZX;Pune;2017;42000;Diesel;Manual;First;25,6;1498;98,6;5;16,84;12000
3551;Tata Indigo GLE;Chennai;2008;73000;Petrol;Manual;First;14,4;1396;65;5;;800
3552;Hyundai Grand i10 1.2 CRDi Sportz;Chennai;2018;48000;Diesel;Manual;First;24;1186;73,97;5;8,28;5950
3553;Maruti Alto 800 2016-2019 CNG LXI;Pune;2015;18000;CNG;Manual;First;33,44;796;40,3;4;;3000
3554;Hyundai Verna 1.4 CX VTVT;Kolkata;2014;19000;Petrol;Manual;First;17,43;1396;105,5;5;;5250
3555;Toyota Innova Crysta 2.4 VX MT;Coimbatore;2019;33598;Diesel;Manual;First;13,68;2393;147,8;7;23,94;22200
3556;BMW X1 sDrive20d;Jaipur;2012;63000;Diesel;Automatic;First;17,05;1995;184;5;;13500
3557;Volkswagen Jetta 2013-2015 2.0L TDI Highline AT;Chennai;2015;48000;Diesel;Automatic;First;16,96;1968;138,03;5;;13500
3558;Ford Figo Diesel ZXI;Delhi;2014;66000;Diesel;Manual;First;20;1399;68,05;5;;3470
3559;Mahindra Ssangyong Rexton RX7;Ahmedabad;2013;80000;Diesel;Automatic;Second;11,18;2696;184;7;;9500
3560;Volkswagen Vento Petrol Highline;Chennai;2011;37000;Petrol;Manual;First;15,04;1598;103,6;5;;4800
3561;Skoda Rapid 1.6 MPI Ambition With Alloy Wheel;Kochi;2016;35058;Petrol;Manual;First;15;1598;103,52;5;;6540
3562;Volkswagen Polo Petrol Comfortline 1.2L;Delhi;2012;52000;Petrol;Manual;First;16,47;1198;73,9;5;;3100
3563;Maruti S Cross DDiS 200 Delta;Hyderabad;2015;61313;Diesel;Manual;First;23,65;1248;88,5;5;;7990
3564;Toyota Corolla Altis G;Kolkata;2009;45000;Petrol;Manual;Second;14,53;1798;138,1;5;;3300
3565;Maruti Ertiga ZDI;Bangalore;2015;74000;Diesel;Manual;First;20,77;1248;88,8;7;;8750
3566;Hyundai i10 Asta Sunroof AT;Hyderabad;2013;89000;Petrol;Automatic;First;19,2;1197;80;5;;4190
3567;Mercedes-Benz CLA 200 CDI Sport;Kochi;2019;13414;Diesel;Automatic;First;17,9;2143;136;5;43,07;30770
3568;Honda City ZX VTEC;Jaipur;2006;95000;Petrol;Manual;Second;16,9;1497;100;5;;2110
3569;Mahindra KUV 100 G80 K8;Jaipur;2018;15900;Petrol;Manual;First;18,15;1198;82;6;7,88;6250
3570;Toyota Fortuner 3.0 Diesel;Delhi;2011;151000;Diesel;Manual;First;11,5;2982;171;7;;11400
3571;Honda City 1.5 V MT;Bangalore;2011;65000;Petrol;Manual;First;17;1497;118;5;;5200
3572;Audi A6 35 TDI Matrix;Coimbatore;2017;36824;Diesel;Automatic;First;18,53;1968;187,74;5;69,37;39840
3573;Ford Figo Diesel ZXI;Coimbatore;2013;65287;Diesel;Manual;First;20;1399;68,05;5;;4450
3574;Mercedes-Benz GLA Class 200 CDI;Kolkata;2014;52000;Diesel;Automatic;First;17,9;2143;136;5;;19500
3575;Chevrolet Aveo U-VA 1.2 LS;Hyderabad;2007;33000;Petrol;Manual;First;15,26;1150;74,9;5;;1750
3576;Ford Figo 2015-2019 1.5D Titanium MT;Hyderabad;2016;71000;Diesel;Manual;First;25,83;1498;99;5;;5100
3577;Hyundai Elantra CRDi SX AT;Delhi;2013;71000;Diesel;Automatic;First;22,7;1582;126,2;5;;6800
3578;Maruti Baleno Zeta CVT;Kolkata;2016;20000;Petrol;Automatic;First;21,4;1197;83,1;5;9,04;5740
3579;Maruti Swift LXi BSIV;Hyderabad;2010;71000;Petrol;Manual;First;16,1;1197;85;5;;3300
3580;Mercedes-Benz CLS-Class 2006-2010 350 CDI;Hyderabad;2010;29000;Diesel;Automatic;First;9,9;3498;271,72;4;;32000
3581;BMW 3 Series Luxury Line;Ahmedabad;2016;27000;Diesel;Automatic;First;21,76;1995;190;5;55,07;35000
3582;Maruti Dzire AMT ZDI Plus;Chennai;2017;19000;Diesel;Automatic;First;28,4;1248;73,75;5;10,97;8900
3583;Hyundai Verna 1.6 SX VTVT;Mumbai;2011;58000;Petrol;Manual;Second;17,01;1591;121,3;5;;4000
3584;Jeep Compass 2.0 Longitude;Kochi;2018;42203;Diesel;Manual;First;17,1;1956;170;5;21,72;19460
3585;Hyundai Sonata Embera 2.0L CRDi AT;Hyderabad;2009;94000;Diesel;Automatic;First;11,4;1991;142;5;;5250
3586;Maruti Eeco 5 STR With AC Plus HTR CNG;Delhi;2013;52000;CNG;Manual;Second;15,1;1196;73;5;;2600
3587;Tata Nexon 1.5 Revotorq XZ Plus Dual Tone;Kolkata;2018;4900;Diesel;Manual;First;21,5;1497;108,5;5;11,47;9220
3588;Hyundai EON Era Plus;Jaipur;2013;70000;Petrol;Manual;First;21,1;814;55,2;5;;1800
3589;Tata Indica DLS;Hyderabad;2005;100000;Diesel;Manual;Second;13,5;1405;null ;5;;1300
3590;BMW 5 Series 2013-2017 530d M Sport;Kochi;2015;65266;Diesel;Automatic;First;14,69;2993;258;5;;31750
3591;Maruti Ertiga VDI;Delhi;2014;54569;Diesel;Manual;First;20,77;1248;88,76;7;;5990
3592;Honda Amaze E i-Vtech;Kochi;2015;51361;Petrol;Manual;First;18;1198;86,7;5;;4940
3593;Ford Fiesta 1.4 Duratec ZXI;Jaipur;2007;125000;Petrol;Manual;Third;16,6;1388;68;5;;1500
3594;Honda Civic 2006-2010 1.8 V MT;Bangalore;2008;66000;Petrol;Manual;Third;13,5;1799;130;5;;3250
3595;Maruti Wagon R LX DUO BSIII;Hyderabad;2007;65047;LPG;Manual;First;17,3;1061;57,5;5;;1950
3596;Maruti Ertiga ZDI;Delhi;2014;22281;Diesel;Manual;First;20,77;1248;88,8;7;;6500
3597;Hyundai Grand i10 CRDi Sportz;Delhi;2013;63210;Diesel;Manual;First;24;1120;70;5;;3710
3598;Hyundai Xcent 1.2 VTVT E Plus;Pune;2018;31000;Petrol;Manual;First;20,14;1197;81,86;5;;5000
3599;Hyundai i10 Era;Ahmedabad;2008;60000;Petrol;Manual;First;19,81;1086;68,05;5;;1990
3600;Honda Amaze S i-Vtech;Mumbai;2017;32006;Petrol;Manual;First;18;1198;86,7;5;;4250
3601;Audi A6 2.7 TDI;Ahmedabad;2009;78000;Diesel;Automatic;First;12,4;2698;179,5;5;;8000
3602;Hyundai i10 Magna 1.2 iTech SE;Mumbai;2011;9489;Petrol;Manual;First;20,36;1197;78,9;5;;2950
3603;Renault KWID RXT Optional;Pune;2018;5000;Petrol;Manual;First;25,17;799;53,3;5;4,9;3500
3604;Audi A4 New 2.0 TDI Multitronic;Jaipur;2012;60000;Diesel;Automatic;Second;15,2;1968;140,8;5;;16000
3605;Maruti Alto 800 LXI Airbag;Jaipur;2015;50000;Petrol;Manual;First;22,74;796;47,3;5;;2750
3606;Honda City i VTEC VX Option;Delhi;2015;53000;Petrol;Manual;First;17,8;1497;117,3;5;;6950
3607;Mercedes-Benz New C-Class C250 Avantgarde;Delhi;2011;64000;Petrol;Automatic;Second;11,74;1796;186;5;;12500
3608;Audi Q5 3.0 TDI Quattro Technology;Coimbatore;2017;43827;Diesel;Automatic;First;13,22;2967;241,4;5;;36830
3609;Volkswagen Polo 1.2 MPI Comfortline;Pune;2011;36431;Petrol;Manual;First;16,2;1199;74;5;;2700
3610;Hyundai Creta 1.4 E Plus Diesel;Mumbai;2017;35000;Diesel;Manual;First;21,38;1396;88,7;5;;9900
3611;Honda City 1.5 V MT;Kochi;2011;94832;Petrol;Manual;First;17;1497;118;5;;3830
3612;Honda City 1.5 S MT;Coimbatore;2012;88381;Petrol;Manual;First;17;1497;118;5;;5250
3613;Maruti S Cross DDiS 320 Alpha;Kolkata;2016;45194;Diesel;Manual;First;22,7;1598;118;5;;7750
3614;Maruti SX4 Vxi BSIV;Mumbai;2010;66000;Petrol;Manual;Second;16,51;1586;103,2;5;;2460
3615;Maruti Swift Dzire VDI;Kolkata;2014;38578;Diesel;Manual;First;23,4;1248;74;5;;3960
3616;Maruti Ertiga ZDI;Chennai;2015;40000;Diesel;Manual;First;20,77;1248;88,8;7;;8250
3617;Hyundai i20 1.2 Spotz;Coimbatore;2018;20632;Petrol;Manual;First;18,6;1197;81,83;5;;7580
3618;Hyundai Grand i10 CRDi Magna;Hyderabad;2014;73042;Diesel;Manual;First;24;1120;70;5;;3990
3619;Honda City i VTEC SV;Delhi;2014;54257;Petrol;Manual;First;17,4;1497;117,3;5;;6250
3620;Skoda Rapid 1.6 TDI Elegance;Hyderabad;2013;93000;Diesel;Manual;First;20,5;1598;103,5;5;;5000
3621;Mercedes-Benz E-Class E270 CDI;Hyderabad;2005;102000;Diesel;Automatic;Second;11;2987;198,5;5;;4650
3622;Hyundai Santa Fe 4WD AT;Coimbatore;2016;28881;Diesel;Automatic;First;13,01;2199;194,3;7;;21370
3623;Maruti Alto LXi;Hyderabad;2007;52195;Petrol;Manual;First;19,7;796;46,3;5;;1750
3624;ISUZU D-MAX V-Cross 4X4;Coimbatore;2018;20422;Diesel;Manual;First;12,4;2499;134;5;;16090
3625;Hyundai Verna 1.4 CRDi GL;Kolkata;2012;38000;Diesel;Manual;First;24,8;1396;88,7;5;;4100
3626;Ford Figo Diesel ZXI;Coimbatore;2015;92885;Diesel;Manual;First;20;1399;68;5;;3560
3627;Honda City 1.5 S MT;Pune;2010;43000;Petrol;Manual;Second;17;1497;118;5;;4210
3628;Maruti Swift VDI BSIV W ABS;Coimbatore;2016;70478;Diesel;Manual;First;17,8;1248;null ;5;;6860
3629;Hyundai Verna 1.6 CRDi S;Delhi;2015;57000;Diesel;Manual;First;23,9;1582;126,2;5;;6600
3630;Hyundai Creta 1.6 SX Plus Petrol Automatic;Coimbatore;2018;32434;Petrol;Automatic;First;13;1591;121,3;5;;14350
3631;Ford Ecosport 1.5 DV5 MT Titanium;Hyderabad;2017;32000;Diesel;Manual;First;22,7;1498;89,84;5;;9500
3632;BMW X6 xDrive30d;Delhi;2011;59000;Diesel;Automatic;First;11,2;2993;241;4;;21900
3633;BMW 5 Series 2013-2017 520d Luxury Line;Coimbatore;2016;76467;Diesel;Automatic;First;18,12;1995;190;5;;30450
3634;Ford Figo Aspire 1.5 TDCi Ambiente;Hyderabad;2016;100000;Diesel;Manual;First;25,83;1498;99;5;;5100
3635;Hyundai Verna VTVT 1.6 AT EX;Pune;2013;37086;Petrol;Automatic;First;17;1591;121,3;5;;5440
